Snížíme emise metanu o 30 procent, slíbí Fiala na klimatickém summitu;Český premiér Petr Fiala chce na klimatickém summitu v egyptském Šarm-aš-Šajchu jednat i o dalších dodávkách zemního plynu. I ten je fosilním palivem, EU s ním ale dříve počítala jako s přechodnou variantou po opuštění uhlí.
Chtěli mu ulevit od bolesti, pacient začal po devíti letech chodit;Upravenou léčebnou metodu vyzkoušeli lékaři v pražské vinohradské nemocnici. Léčba sice cílila na tlumení bolesti, muži ale nečekaně vrátila hybnost v nohou. V plánu jsou další testy na pacientech.
Senát zestárl. V náhledu na některé věci se věk pozná, říká Šípová;Z třetiny obměněný Senát celkově zestárl, přesto se nedá jednoduše říci, že by v horní komoře Parlamentu byli jen „staršinové“. 
Čipy, fotopasti, aplikace. Lesníci se brání přílivu krádeží dřeva;Narůstající počty krádeží dřeva trápí lesníky po celé republice. Za zvýšeným počtem těchto případů stojí hlavně snaha lidí co nejvíc ušetřit na topení. Lesníci proto přistupují k neobvyklému řešení – větší klády začali čipovat.
Odborníci rozluštili záhadu tajemného prstenu na rakvi Petra Voka z Rožmberka;Dvanáct let zkoumali archeologové hrobku Rožmberků v klášteře ve Vyšším Brodě. Během výzkumu se v hermeticky uzavřené hrobce na rakvi Petra Voka objevil prsten. Nyní badatelé přišli s vysvětlením, jak se tam ocitl i komu patřil.
Firma odstřihla 300 bytů od tepla. Peníze navíc jí nedáme, říká starosta;V horském městě vyvrcholil spor mezi firmou a radnicí, která odmítla platit víc za energii.
Lipavský: S Ruskem musíme udržovat aspoň nejzákladnější diplomatické styky;Zahraniční výbor Poslanecké sněmovny tento týden označil současný režim v Rusku za teroristický. Šéf diplomacie ho ocenil, podle Radka Vondráčka jde spíš o gesto bez právních důsledků.
Požár zcela zničil supermarket na Sokolovsku;Rozsáhlý požár zachvátil Penny Market v Chodově na Sokolovsku. Hasiči na místo původně vyslali 12 jednotek, nyní už obchod nehoří plamenem, oheň ho ale prakticky celý zničil. Nikdo se nezranil, škoda jde do desítek milionů.
Zdravotnické odbory odmítají zavedení nadstandardů. Je to asociální, tvrdí;Zdravotnické a sociální odbory nesouhlasí se zavedením nadstandardů ve zdravotnictví. O jejich vrácení do hry mluvil na sobotní programové konferenci TOP 09 ministr Vlastimil Válek.
Za prodělání covidu 50 tisíc korun. O odškodnění žádá jen hrstka učitelů;I jen za prodělaný covid bez následků může učitel dostat 50 tisíc korun. Pokud se nakazil v práci. Mnoho se jich ale o odškodnění nehlásí, získaly ho jen desítky učitelů. U zdravotníků bylo přitom uznáno více než 9 tisícům lidí.
Blog: Lidé dřou málo, diví se šéfové korporátů. Vyhodit by měli hlavně sebe;Někteří zaměstnavatelé pozorují výrazně klesající produktivitu svých zaměstnanců. Nechápou prý, proč lidé pracují méně než loni. Mají jim to za zlé. Je-li tomu tak, nechť své podniky rovnou zavřou. 
Valachová si může oddechnout: trestní stíhání shodil odvolací soud;Bývalé ministryni školství Kateřině Valachové (ČSSD) hrozilo trestní stíhání za to, že podle soudu měla křivě svědčit. Verdikt ale zrušil odvolací pražský městský soud.
Daleko od škol i od hospod. Kde se má v Česku prodávat marihuana;ANALÝZA. Obchody s konopím mají stát daleko od škol a hospod. Nebudou prodávat alkohol a pro cizince budou zavřené, píše se ve studii, podle které chtějí Piráti v Česku legalizovat konopí.
Práci a studium kombinuje 92 % vysokoškoláků, skoro nejvíc z celé Evropy;Různou formu přivýdělku mají téměř všichni čeští vysokoškoláci. Mnozí z nich musí ke studiu pracovat, aby si mohlo život v univerzitním městě dovolit. Jejich práce ale se studovaným oborem často nesouvisí.
Kvíz: Obměněný Senát má za sebou první schůzi. Jak dobře ho znáte?;Poprvé po podzimních volbách zasedl 2. listopadu zčásti obměněný Senát. Seznam Zprávy přinášejí v kvízu shrnutí současných i historických faktů o horní komoře českého parlamentu. Vyzkoušejte si své znalosti.
Dvě skupiny kvality péče. Válek chce do zdravotnictví vrátit nadstandardy;Ministr zdravotnictví Vlastimil Válek (TOP 09) chce vrátit do hry nadstandardy ve zdravotnictví. Na sobotní stranické programové konferenci v Praze připustil, že by jejich zavedení vedlo k rozdělení kvality péče do dvou skupin.
Jak porazit rakovinu svou imunitou? Nadějných léčiv je vícero, říká vědkyně;Jak se naše vlastní imunita může uplatnit v boji s rakovinou a jaké úspěchy slaví výzkumy léků na nádorová onemocnění? Podle imunoložky Jiřiny Bartůňkové se v posledních letech ukázalo hned několik nadějných cest.
Zeman podle Pekarové nechtěl vyznamenat část navržených. Někteří ocenění odmítli;Prezident Miloš Zeman podle předsedkyně Sněmovny a TOP 09 Markéty Pekarové Adamové nepřistoupil na vyznamenání 11 osobností, jež mu dolní komora Parlamentu navrhla. Většina jich ale ocenění odmítla.
Sláva Rusku, hanba homosexuálům, hračky dětem! Víte, kde nakupujete?;Svět pana Víglaského známe důvěrně i z Česka – lidé, jako je on, si mezi sebou posílají řetězové e-maily, které občas adresují i nám do Seznam Zpráv s dovětkem „o tom určitě nenapíšete“. Mají pravdu, nenapíšeme.
Bylo tady Zemanovo, teď Babišovo. „Budu ho volit, i když na něj kydají.“;Prezident Miloš Zeman dvakrát za sebou a s obrovskou převahou vyhrál volby v obci Lišany v Ústeckém kraji. Naposledy tu jako kandidát získal 94 procent hlasů. Seznam Zprávy zjišťovaly, ke komu se jeho voliči přesunou. 
