3 případy homofobního násilí v Praze: stačilo, že se vedli za ruce;VIDEO. „Bil do mě tolikrát, že to nedovedu spočítat,“ popsal dvacetiletý Matěj útok, kterému předcházely homofobní urážky. Tématem předsudečného násilí vůči LGBT+ lidem se zabývá nový díl pořadu Terén Kristiny Cirokové. 
Jeden osvícený strom na město. Drahé energie omezí v Německu vánoční trhy;Svařené víno, drobné občerstvení a vánoční atmosféra. Po dvou letech koronavirové pauzy se znovu rozjíždějí vánoční trhy po celé Evropě. Tentokrát ale jejich provoz omezuje energetická krize. Třeba v Německu proto sníží osvětlení.
Polky nerodí, protože nasávají, myslí si Kaczyński;Za nízkou porodnost může alkoholismus u žen, tvrdí Jarosław Kaczyński. Polský vládní institut přitom vidí jiné důvody a jako vzor demografického úspěchu dává „prorodinné Česko“.
Letadlo při přistání spadlo do Viktoriina jezera, zemřelo 19 lidí;V Tanzanii v neděli patrně kvůli špatnému počasí havarovalo dopravní letadlo místních aerolinií, při pokusu o přistání skončilo ve Viktoriině jezeře. 19 lidí nepřežilo.
Pokud bude Kyjev bez proudu, miliony lidí čeká evakuace;V případě, že se ocitne ukrajinská metropole kvůli ruským útokům úplně bez elektřiny, zvažují úřady i evakuaci Kyjeva. Lidem se doporučuje, aby si domluvili dočasný azyl u známých na předměstí.
Ponožky už Dobbymu nenoste, žádají ochranáři;Mohyla pro Dobbyho, svobodného skřítka ze ságy o Harrym Potterovi, na velšské pláži zůstane. Lidé by k ní ale neměli nosit pomalované oblázky ani ponožky.
Jste komplicové ruského terorismu a dál lžete, vzkázal Zelenskyj Teheránu;„Rozhodli se přiznat, že dodávali drony ruským teroristům. Ale dokonce i při tomto přiznání lhali,“ řekl ukrajinský prezident Volodymyr Zelenskyj na adresu Íránců.
Nezakazujte jednání s Ruskem úplně, žádají Kyjev Američané;Spojené státy podle zpráv v tisku tlačí na Kyjev, aby projevil ochotu jednat s Ruskem i za Putinovy vlády. Důvodem jsou obavy o udržení podpory spojenců.
Už chápeme, že Rusové nás chtějí zabít co nejvíc, říká starosta Mykolajivu;„Zůstaneme silní a zvítězíme, protože víme, za co bojujeme,“ říká v rozhovoru pro Seznam Zprávy starosta ukrajinského Mykolajivu Oleksandr Sjenkevič. „Nyní chápeme, jaká je skutečná cena nezávislosti a svobody,“ dodává.
Záporožská jaderná elektrárna byla opět připojena k vnější síti;Jadernou elektrárnu sice okupují ruští vojáci, stále v ní ale působí ukrajinští zaměstnanci. Záporoží Rusové pravidelně ostřelují, Mezinárodní agentura pro atomovou energii chce proto kolem zařízení vytvořit bezpečnostní zónu.
Umírají stovky slonů, pakoňů i zeber. Keňa zažívá ničivé sucho;Keňu trápí nejdelší sucho za posledních deset let. V jeho důsledku hynou v tamějších rezervacích stovky divokých zvířat: sloni, pakoně, zebry, buvoli a žirafy. Následkům změny klimatu ale čelí i obyvatelé. 
Video: Příběh psa Kryma zrcadlí hrůzy války;Válkou na Ukrajině trpí vedle obyvatelstva i zvířata. Ukrajinci často riskují své životy, aby zachránili kočky, psy a další domácí zvířata. 
„Diamant, který vybrousila Le Penová.“ Kdo je nový šéf Národního sdružení?;Na škole studoval geografii, do politiky ale vstoupil už ve svých 16 letech. Dnes sedmadvacetiletého Jordana Bardellu zvolili v sobotu předsedou Národního sdružení. Stal se tak prvním šéfem strany, který nepochází z rodu Le Penů.
Schyluje se k bitvě o Cherson. Rusové už rabují i tamní muzea;„Brali všechno, co viděli,“ napsali o rabování ruských vojáků a ukrajinských kolaborantů pracovníci jednoho z chersonských muzeí. Rusové odvážejí obrazy, sochy i dokumenty z tamních archivů. Civilisty nutí opustit město.
Po van Goghovi Goya. Aktivistky se přilepily k jeho obrazům v galerii Prado;Snaha upoutat pozornost politiků i veřejnosti ke klimatickým změnám přiměla aktivisty k radikálním činům, jako je přilepování se k obrazům slavných mistrů. Poslední takový protest se odehrál v madridské galerii Prado.
Nejvyšší jackpot v historii. Američané hrají o 1,6 miliardy dolarů;Američané budou večer s napětím sledovat čísla, která vyjdou v sobotním losování loterie. V sázce je totiž v přepočtu téměř 40 miliard korun.
Poprvé mimo rodinu. Le Penovou střídá v čele Národního sdružení Bardella;Marine Le Penovou nahradí v čele francouzské krajně pravicové strany Národní sdružení (RN) 27letý europoslanec Jordan Bardella. Stane se tak prvním předsedou strany, který nepochází z rodiny Le Penů.
Rusko jednat nechce, řekl Zelenskyj. Česku děkoval za tanky;Rusko lže o tom, že je připraveno jednat, tvrdí ukrajinský prezident Volodymyr Zelenskyj. Místo vyjednávání posílá Moskva na frontu další vojáky a pokračuje v mobilizaci.
Při požáru klubu v Rusku zemřelo 15 lidí;V ruském městě Kostroma zemřelo v noci na sobotu při požáru v nočním klubu nejméně 15 lidí. Oznámila to agentura Interfax s odvoláním na záchranáře.
Šíříte nenávist, vzkázala slovenská policie arcibiskupovi;Místo toho, abyste spojoval a uklidňoval, rozdělujete společnost a lžete. Takový vzkaz v pátek večer adresovala na sociálních sítích slovenská policie trnavskému arcibiskupovi Jánu Oroschovi.
Nebylo na výběr, hájí Musk nemilosrdnou čistku Twitteru. Řítí se na něj žaloby;Miliardář Elon Musk po převzetí Twitteru začal s masovým propouštěním a po škrtech ve vedení začala radikální čistka i mezi řadovými zaměstnanci. Někteří si ale jednání nenechali líbit a podali na společnost žalobu.
