hersonský “Stalingrad” se konat nebude a Ruská armáda dostala rozkaz odevzdat Cherson ukrajinské armádě a stáhnout se za Dněpr! Ve stejnou chvíli za záhadných okolností zemřel při údajné dopravní nehodě zástupce chersonské samosprávy Kirill Stremousov, který do poslední chvíle odmítal stažení z Chersonu! Obrněná kapsle jeho auta byla odtržena od podvozku nějakou obrovskou kinetickou silou, logicky výbušninou, ale ruské orgány tvrdí, že šlo o srážku s kamionem! Ruská armáda se obává zaplavení města z nádrže Kachovka, takže stažení za řeku Dněpr dává vojenský smysl, ale v politické rovině to bude pro Kreml katastrofa!;Zatímco se očekávalo, že den 9. listopadu 2022 bude zaplněn výhradně komentáři o skončených kongresových volbách v USA, ve kterých se opět falšují výsledky hned v několika státech, zejména v Arizoně a v Pennsylvánii, tak ve skutečnosti všechno je jinak a hlavní zprávou dne je neuvěřitelné a šokující rozhodnutí ruského ministra obrany Sergeje Šojgu vydat rozkaz [1] Ruské armádě ke stažení z Chersonu na levý břeh Dněpru, což se týká nejen města Cherson, ale celého území na pravém břehu Dněpru, který Ruska armáda dosud spolehlivě držela.
Donald Trump oficiálně oznámí 15. listopadu kandidaturu na prezidenta USA v roce 2024! Americké volby do obou komor Kongresu doprovází znovu masivní podvody se sčítacími stroji značky Dominion, které započítávají zaškrtnuté republikánské kandidáty jako hlasy pro demokraty! Stanice ABC již informovala, že sčítání korespondenčních hlasů zabere celé týdny a masivní vítězství Republikánů může být matoucí, protože korespondenční hlasy to prý změní! Za dva roky se vůbec nic nezměnilo, tehdy okradli o výhru Donalda Trumpa, dnes to může postihnout celou Republikánskou stranu!;Bývalý americký prezident Donald Trump na politickém volebním mítinku v Ohiu, kde podpořil místní republikánské kandidáty do Kongresu a Senátu do dnešních úterních voleb, oznámil všem účastníkům shromáždění, že za týden 15. listopadu ve svém resortu Mar-a-Lago na Floridě učiní velmi důležité oficiální oznámení, o kterém zatím nic říct nemůže, ale všichni prý toto prohlášení mají sledovat. Informaci potvrdila už i ruská média [1]. Podle zákulisních informací, které jsme dostali dnes do redakce z okruhu Trumpovy volební kampaně z roku 2020, oznámí Donald Trump oficiálně svoji kandidaturu na prezidenta v roce 2024, čímž oficiálně zahájí svoji volební kampaň.
Evropská unie pod českým předsednictvím navrhne balíček pomoci Ukrajině ve výši 18 miliard EUR, za který má ručit všech 27 zemí EU! Peníze poskytne ECB naproti evropským dluhopisům ručeným evropským rozpočtem, ale Maďarsko hodlá návrh zablokovat, protože Ukrajina prý již dostala peněz více než dost a už to stačilo! Právě proto Vít Rakušan znovu natočil video a přesvědčuje lidi, že vyšší ceny za energie jsou daní za svobodu a za podporu Ukrajiny! Fialova vláda přidá Ukrajincům 3 000 korun měsíčně na pokrytí cen bydlení v ČR, zatímco českým lidem sníží podporu v nezaměstnanosti a důchody!;Zatímco evropské domácnosti, živnosti a podniky se hroutí pod právě přicházejícími novými zálohovými fakturami na elektřinu a plyn, tak Evropská unie v čele s Evropskou radou pod vedením Petra Fialy plánuje tento týden ve středu předložit v EU návrh nové pomoci Ukrajině ve výši 18 miliard EUR, za které má Brusel ručit Evropské centrální bance svým vlastním unijním rozpočtem v podobě tzv. garančního fondu, což znamená zaručení těchto peněz jednotlivými vládami 27 zemí EU, které tento úvěr potom budou splácet z daní, které zvýší vlastnímu obyvatelstvu, a to hlavně těm nejvíce zranitelným.
VIDEO: Ruský prezident Vladimir Putin k výročí Dne lidové jednoty prohlásil před historiky, že válka na Ukrajině byla nevyhnutelná, protože bývalá bratrská země byla Kolektivním Západem transformována na anti-ruskou a válečnou platformu proti Rusku! To potvrzuje o víkendu uniklé video natočené českou žoldáckou skupinou, jejíž mluvčí žádá české občany o finanční a materiální podporu před zimou! Ze záhadných důvodu nemají podporu od Fialovy a Rakušanovy vlády a musí tak prosit české občany o přímou pomoc na transparentním účtu!;Ruský prezident Vladimir Putin pronesl v pátek projev u příležitosti Dne lidové jednoty a před ruskými historiky prohlásil, že válka na Ukrajině byla nevyhnutelná. Může za to prý Kolektivní Západ, který Ukrajinu po rozpadu SSSR brutálně transformoval a převychoval do anti-ruské válečné platformy, která je prostoupena neonacistickými hnutími, jejichž hlavní doktrínou je válka proti Rusku a rozvrat Ruska jako takového, což je cíl, který mají společný s elitami Kolektivního Západu, jmenovitě tedy s těmi zeměmi, které nesnáší Rusko nejen po stránce ideové, ale přímo usilují o rozbití Ruska a následného přerozdělení jeho nerostných zdrojů. Projev patří opět do skupiny konceptuálních prerekvizit, takže jsem připravil video s českými titulky. Je to opět zásadní materiál, ale tentokrát kratší, okolo deseti minut.
České ministerstvo zemědělství spustilo výběrové řízení na dotační program pro výzkum a identifikaci druhů hmyzu v ČR, které je možné konzumovat a rovněž i výzkum obalů pro donáškové služby s ohledem na mikrobiologické složení! Je to ten samý program, který už běží v Holandsku a vede k zavírání farem kvůli emisím dusíku a metanu z hospodářských zvířat! Plán globalistů na krmení lidí hmyzem a červy už tak dorazil i do ČR! Konzumace proteinů z hmyzu ale není bez rizik, protože některé proteiny jsou pro člověka alergenní nebo dokonce toxické!;Jeden ze čtenářů Aeronetu nás v pátek upozornil do redakce na neuvěřitelný materiál, který pochází z českého ministerstva zemědělství a jedná se o veřejně soutěženou zakázku, resp. dotační titul [1], který nabízí různé programové rámce výzkumu nejrůznějších oblastí v zemědělství, ovšem jak jsme záhy zjistili, tendr je vypsán i na výzkum identifikace a určení druhů jedlého hmyzu v ČR, který by mohl být konzumován anebo by z něho mohl být vyráběn proteinový substrát pro další výrobu potravin. Je to implementace jedné ze směrnic EU, (konkrétně ustanovení v nařízení EP a R č. 2015/2283), kterou musí české ministerstvo povinně zpracovat.
VIDEO: Bývalý americký poradce Borise Jelcina varoval, že americká vláda usiluje o otevřený konflikt s Čínou ve stejném formátu, jaký byl Washingtonem realizován proti Rusku na Ukrajině! Americké volby do Kongresu po nástupu Republikánů mohou přinést válku na Taiwanu, první signál už přišel z Německa a Olaf Scholz dostal od americké okupační správy noty, že má rozbít vztahy s Čínou! V Pekingu má jednat i o lidských právech Ujgurů a o právu Taiwanu na samostatnost, čímž Scholz zopakuje ekonomickou sebevraždu podle Vystrčila! Zpřetrhávání vazeb s Čínou je předzvěstí chystaného konfliktu s Čínou!;Americký politolog a analytik Jeffrey Sachs, který je známý především jako bývalý poradce ruského prezidenta Borise Jelcina pro ekonomické otázky ruské transformace po rozpadu Sovětského svazu, poskytl tento týden rozhovor čínské televizi CGTN [1] a varoval, že právě v této chvíli se snaží americká moc o konflikt s Čínou a do tohoto konfliktu se snaží aktivně zatáhnout i Evropu, která měla s Čínou vždy dobré vztahy. Čínský prezident Xi po svém zvolení na 3. funkční období do pozice generálního tajemníka strany napsal zprávu, podle které v příští pětiletce bude Čína usilovat o ukotvení multipolárního světového řádu, ve kterém má mít Čína své nezadatelné místo. A to je ten samý proces, o který usiluje Rusko pod vedením Vladimira Putina.
VIDEO: Sahra Wagenknecht se v Bundestagu postarala o poprask během projevu, když vyzvala k jednání s Ruskem a k obnovení nákupů ruských energií, protože bez levného ruského plynu a ropy se německá ekonomika zhroutí! Německý tisk už hlásí zavírání desítek průmyslových podniků, přestože plynu v zásobnících je dostatek, ale jeho cena je pro německý průmysl likvidační! Německé závody zvažují přesun podnikání do USA, kde je plyn 8x levnější než v Německu!;Poslankyně Bundestagu za Die Linke Sahra Wagenknecht se již 8. září tohoto roku postarala o obrovský poprask během svého projevu, jehož záznam ale začal na sociálních sítích kolovat až v posledních dnech v důsledku oznámení některých německých podniků, že dostatek plynu na zimu jim neřeší situaci, protože ten plyn je příliš drahý a není ekonomicky možné jeho cenu promítnout do navýšené ceny režie výroby a produkce, protože zboží by se stalo neprodejným a nekonkurenceschopným na trhu.
Američané se chystají na vojenské střetnutí s Čínou kvůli Taiwanu a přesunuli k Havajským ostrovům zahorizontální plovoucí radar včasného varování a na cestě jsou bombardéry B-52 do Austrálie! Republikánská strana po převzetí moci po volbách přeorientuje válečné úsilí z Ukrajiny do Tichomoří proti Číně, shodují se experti na situaci ve Washingtonu! Evropská unie zůstane na podporu Ukrajiny úplně sama, finančně i vojensky, což povede ke zhroucení veřejných rozpočtů Evropské unie! Rusům stačí jenom čekat, až se EU položí sama vlastním úsilím!;Petr Fiala je jako 11. kolo u vozu a nikdo ho nebere vážně. Do Kyjeva za Volodymyrem Zelenským přijel de facto na výjezdní politický pohřeb Evropské unie, protože Ukrajina se již de facto stala pro Brusel politickým a ekonomickým balvanem, který EU táhne ke dnu. V pondělí se v Praze zastřelil před Úřadem vlády první člověk a už druhý den v úterý vyrostlo na místě pietní vzpomínkové místo [1] se svíčkami, které obklopili policisté a ozbrojené kordony.
Ruská armáda bude udržovat válku na Ukrajině tak dlouho, dokud se Evropská unie ekonomicky nepoloží! Cílem Surovikinovy doktríny je zlikvidování ukrajinské energetické infrastruktury, což učiní z Ukrajiny těžký ekonomický balvan pro Brusel, který unii stáhne ke dnu! Fiala ve skutečnosti v soukromí Zelenského utěšoval, že EU pomůže Ukrajině v zimě s elektřinou, s plynem, úplně se vším, na úkor vlastních občanů! Unikly detaily! Někdo ceny energií vyřeší svetrem a někdo jiný pistolí u hlavy?;V pondělí 31. října se před Úřadem vlády v Praze zastřelil 74-letý muž ve chvíli, kdy premiér Petr Fiala jako předseda Evropské rady EU letěl údajně do Kyjeva za Volodymyrem Zelenským [1]. Do redakce se nám ozval zdroj z okruhu bezpečnostních složek a informoval nás, že muž spáchal manifestační sebevraždu kvůli vysokým cenám energií, které jako důchodce nedokázal utáhnout.
Advokát a obhájce Tomáše Čermáka sdělil redakci Aeronetu šokující informace! Patrik Tušl jako politický vězeň Fialova režimu zahájil hladovku a byl převezen do vězeňské nemocnice, kde byl násilně připojen na kapačky s umělou výživou! Ve věznici ho zavírali na vymrzlou samotku jen za to, že podával žádost o návštěvu lékaře! Podle odborníka se personál vazební věznice snaží takto vězně zlomit, aby spolupracoval s režimem na svém vlastním obvinění! Jako v 50. letech během monstr-procesů! A mezitím Rakušan vyvěšuje na budovu vnitra vlajky s Putinem v pytli na mrtvá těla!;Již minulý týden v pátek informoval advokát JUDr. Norbert Naxera naši redakci o naprosto šokujícím pozadí teroru a týrání, které je pácháno na jeho klientech a vlastencích Patriku Tušlovi a Tomáši Čermákovi, kteří jsou vazebně drženi ve věznici jako političtí vězni současné Fialovy vlády. Děsivá éra let totality se mohutnou rychlostí navrací paradoxně za vlády pětikoalice, která se zaklíná liberální demokracií.
